index,unicode,slot,token,rom_offset,source,provenance,review
445,U+B137,3675,B0E5,0x1CB60,glyphs/glyph_0445_U+B137_slot3675_tokB0E5_off1CB60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
446,U+B178,3676,C0E5,0x1CB80,glyphs/glyph_0446_U+B178_slot3676_tokC0E5_off1CB80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
447,U+B3C5,3677,D0E5,0x1CBA0,glyphs/glyph_0447_U+B3C5_slot3677_tokD0E5_off1CBA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
448,U+B825,3678,E0E5,0x1CBC0,glyphs/glyph_0448_U+B825_slot3678_tokE0E5_off1CBC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
449,U+B8E8,3680,00E6,0x1CC00,glyphs/glyph_0449_U+B8E8_slot3680_tok00E6_off1CC00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
450,U+BA38,3681,10E6,0x1CC20,glyphs/glyph_0450_U+BA38_slot3681_tok10E6_off1CC20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
451,U+BA54,3682,20E6,0x1CC40,glyphs/glyph_0451_U+BA54_slot3682_tok20E6_off1CC40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
452,U+BE0C,3683,30E6,0x1CC60,glyphs/glyph_0452_U+BE0C_slot3683_tok30E6_off1CC60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
453,U+C6CD,3684,40E6,0x1CC80,glyphs/glyph_0453_U+C6CD_slot3684_tok40E6_off1CC80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
454,U+C988,3685,50E6,0x1CCA0,glyphs/glyph_0454_U+C988_slot3685_tok50E6_off1CCA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
455,U+CD1D,3686,60E6,0x1CCC0,glyphs/glyph_0455_U+CD1D_slot3686_tok60E6_off1CCC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
456,U+CE20,3687,70E6,0x1CCE0,glyphs/glyph_0456_U+CE20_slot3687_tok70E6_off1CCE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
457,U+CE74,3688,80E6,0x1CD00,glyphs/glyph_0457_U+CE74_slot3688_tok80E6_off1CD00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
458,U+CFE0,3689,90E6,0x1CD20,glyphs/glyph_0458_U+CFE0_slot3689_tok90E6_off1CD20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
459,U+D0A4,3690,A0E6,0x1CD40,glyphs/glyph_0459_U+D0A4_slot3690_tokA0E6_off1CD40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
460,U+D154,3691,B0E6,0x1CD60,glyphs/glyph_0460_U+D154_slot3691_tokB0E6_off1CD60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
461,U+D15C,3692,C0E6,0x1CD80,glyphs/glyph_0461_U+D15C_slot3692_tokC0E6_off1CD80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
462,U+D1A0,3693,D0E6,0x1CDA0,glyphs/glyph_0462_U+D1A0_slot3693_tokD0E6_off1CDA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
463,U+D23C,3694,E0E6,0x1CDC0,glyphs/glyph_0463_U+D23C_slot3694_tokE0E6_off1CDC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
464,U+D53D,3695,F0E6,0x1CDE0,glyphs/glyph_0464_U+D53D_slot3695_tokF0E6_off1CDE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
465,U+D5E4,3696,00E7,0x1CE00,glyphs/glyph_0465_U+D5E4_slot3696_tok00E7_off1CE00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
466,U+D611,3697,10E7,0x1CE20,glyphs/glyph_0466_U+D611_slot3697_tok10E7_off1CE20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
467,U+D68D,3698,20E7,0x1CE40,glyphs/glyph_0467_U+D68D_slot3698_tok20E7_off1CE40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
468,U+D6A8,3699,30E7,0x1CE60,glyphs/glyph_0468_U+D6A8_slot3699_tok30E7_off1CE60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
469,U+C194,3700,40E7,0x1CE80,glyphs/glyph_0469_U+C194_slot3700_tok40E7_off1CE80.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
470,U+C678,3701,50E7,0x1CEA0,glyphs/glyph_0470_U+C678_slot3701_tok50E7_off1CEA0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
471,U+AE00,3702,60E7,0x1CEC0,glyphs/glyph_0471_U+AE00_slot3702_tok60E7_off1CEC0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
472,U+B0AB,3703,70E7,0x1CEE0,glyphs/glyph_0472_U+B0AB_slot3703_tok70E7_off1CEE0.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
473,U+D06C,3704,80E7,0x1CF00,glyphs/glyph_0473_U+D06C_slot3704_tok80E7_off1CF00.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
474,U+B123,3705,90E7,0x1CF20,glyphs/glyph_0474_U+B123_slot3705_tok90E7_off1CF20.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
475,U+D134,3706,A0E7,0x1CF40,glyphs/glyph_0475_U+D134_slot3706_tokA0E7_off1CF40.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
476,U+B20C,3707,B0E7,0x1CF60,glyphs/glyph_0476_U+B20C_slot3707_tokB0E7_off1CF60.txt,Valis_KANJI1_16x16_EDITKIT_476 visual TXT filename,confirmed
